professor_name,department_name,state_name,star_rating,edugood_rating,eduaproval
Duane  Griffin,Geography department,"Satya Nagar, Bhubaneswar",3.2,28.8,NAY
J  Rogers,Biology department,"Infocity Ave, P.S.- New Capital, Patia, Bhubaneswar",4.6,59.8,NAY
Richard  Bodek,History department,"plot no, barapita,odishaChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Sainik School Rd, Unit Lingaraj Nagar, Old Town, Bhubaneswar, Gajapati Nagar, Bhubaneswar,",4,40,NAY
Craig  Wedderspoon,Fine Arts department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, BhubaneswarA, Infocity Ave, Chandrasekharpur, Bhubaneswar",4.2,63,NAY
Sally Jayne  Gilpin,English department,"Airport Rd, Aerodrome Area, Bhubaneswar",1.3,9.1,NAY
Jeremy  Van Antwerp,Engineering department,"Bindu Sagar, Old Town, Bhubaneswar",2.7,24.3,NAY
Emily  Blanck,History department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",3.7,40.7,NAY
Philip  Rothschild,Business department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",2.4,24,NAY
Ligon,Finance department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, BhubaneswarA, Infocity Ave, Chandrasekharpur, Bhubaneswar",3.7,37,NAY
Marlene  Tromp,Women\'s Studies department,"Forest Park, Bhubaneswar",4.4,35.2,NAY
Rebecca  Comay,Philosophy department,"Gandamunda, Pokhariput, Bhubaneswar",3.3,36.3,NAY
Andy  Katz,Political Science department,"Forest Park, Bhubaneswar",4.7,61.1,NAY
Timothy L  Brown,Mathematics department,"Kharvela Nagar, Bhubaneswar",2,14,NAY
Dmitri  Kitsikis,History department,"Gandamunda, Pokhariput, Bhubaneswar",2.3,25.3,NAY
Cronin  Justin,English department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.8,14.4,NAY
Jerome  Taylor,African Studies department,"Satya Nagar, Bhubaneswar",1.7,15.3,NAY
Laurie  Iten,Biology department,"Khandagiri, Bhubaneswar",2,14,NAY
Paul  Frishkoff,Business department,"Chandrasekharpur, Bhubaneswar",1.9,9.5,NAY
Dan  McCarthy,Geology department,"Gandamunda, Pokhariput, Bhubaneswar",2.4,36,NAY
Andrew  Irvine,Philosophy department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",4.4,35.2,NAY
Michael  Besney,Computer Science department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",4.6,64.4,NAY
Nora Jean  Paradis,Computer Science department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",2.5,27.5,NAY
Shane  Bell,Computer Science department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",3.7,55.5,NAY
Dwayne  Rurka,Computer Science department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",3.3,49.5,NAY
Jeffrey  Salloway,Health Science department,"Barang Station, Barang, BhubaneswarSaheed Nagar, Bhubaneswar, Nandankanan Rd, Harappa Block, Raghunathpur, Bhubaneswar",3.8,15.2,NAY
S.  Geller,Psychology department,"Gandamunda, Pokhariput, Bhubaneswar",3.9,35.1,NAY
Angela  O\'Mahony,Political Science department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",3.7,29.6,NAY
Doug  MacIntyre,Science department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",3.7,40.7,NAY
Andrzej  Czajkowski,Physics department,"Gandamunda, Pokhariput, Bhubaneswar",3.5,3.5,NAY
Greg  Osland,Marketing department,"Khandagiri, Bhubaneswar",3.7,51.8,NAY
Draga  Vidakovic,Mathematics department,"Ashok Nagar, Bhubaneswar",2.3,32.2,NAY
Michael  Rooney,Philosophy department,"Barang Station, Barang, Bhubaneswar",3.5,21,NAY
Anthony  Safaeian,Biology department,"Prakriti Tower,Patia, Bhubaneswar, ",3.7,14.8,NAY
Middleton,Science department,"Gandamunda, Pokhariput, Bhubaneswar",3.7,29.6,NAY
Jan  Bittenbender,Nutrition department,"Prakriti Tower,Patia, Bhubaneswar, ",2.7,8.1,NAY
Charles  Okeke,Economics department,"Nandankanan Rd, Raghunathpur, Bhubaneswar",3.8,34.2,NAY
Ralph  Korner,Theology department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",4.8,19.2,NAY
Donald  Russell,Engineering department,"Gandamunda, Pokhariput, Bhubaneswar",3,27,NAY
Brian  Gold,History department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",3,12,NAY
Wendy  Untereiner,Science department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",3.8,57,NAY
George  Hardy,Mathematics department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",2.5,5,NAY
Roger  Edwards,Engineering department,"Gandamunda, Pokhariput, Bhubaneswar",2.8,19.6,NAY
Luoheng  Han,Geography department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, BhubaneswarA, Infocity Ave, Chandrasekharpur, Bhubaneswar",2.3,27.6,NAY
Trent  Snider,Chemistry department,"Satya Nagar, Bhubaneswar",4.7,61.1,NAY
Allen  Crocket,Fine Arts department,"Forest Park, Bhubaneswar",3.8,30.4,NAY
Chris  Taylor,Fine Arts department,"Forest Park, Bhubaneswar",4.9,63.7,NAY
Ernie  Rice,Journalism department,"Nandankanan Rd, near Hyundai Showroom, Patia, Bhubaneswar",3.8,38,NAY
Paul  Weiss,Mathematics department,"Bindu Sagar, Old Town, Bhubaneswar",3,15,NAY
Carl  Shangraw,Engineering department,"Bindu Sagar, Old Town, Bhubaneswar",4.1,45.1,NAY
Nukte  Edguer,Psychology department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",2.3,29.9,NAY
Ron  Weed,Philosophy department,"Gandamunda, Pokhariput, Bhubaneswar",4.7,9.4,NAY
Bingwu  Wang,Mathematics department,"Bindu Sagar, Old Town, Bhubaneswar",3.8,22.8,NAY
Melanie  Toutant,Computer Science department,baramunda,3.1,9.3,NAY
Heibatollah  Sami,Accounting department,"Satya Nagar, Bhubaneswar",1.9,9.5,NAY
Y. Peter  Chung,Management department,"Barang Station, Barang, Bhubaneswar",3.2,19.2,NAY
Dale  Michaels,Psychology department,"Satya Nagar, Bhubaneswar",4.9,49,NAY
Todd  McGowan,English department,"Plot No Gandamunda, Pokhariput, BhubaneswarKharvela Nagar, Bhubaneswar,Rudrapur, Bhubaneswar",4.5,54,NAY
Barbara  Gfellner,Psychology department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",2.1,21,NAY
Nyenty  Arrey,Chemistry department,"Forest Park, Bhubaneswar",2.8,25.2,NAY
Fields  Larry,Biology department,"Bindu Sagar, Old Town, Bhubaneswar",3.8,11.4,NAY
Shannon  Gadbois,Psychology department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",4.5,49.5,NAY
David  Paciocco,Law department,"Gandamunda, Pokhariput, Bhubaneswar",4.4,35.2,NAY
Deb  Dunbar,Economics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.5,54,NAY
Scott  Borders,Literature department,"Khandagiri, Bhubaneswar",4.6,41.4,NAY
Anabelle  Cohen,Biology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",1.4,7,NAY
Marguerite  Jackson-Jones,Writing department,"Nandankanan Rd, Near Police Station, Barang, Bhubaneswar",3.5,31.5,NAY
Ken  Daniels,Psychology department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",2.6,7.8,NAY
Greg  Stapleton,Communication department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.5,9,NAY
Richie  Scherb,Biology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.2,12.8,NAY
Nancy  Estrada,Humanities department,"Satya Nagar, Bhubaneswar",4.6,41.4,NAY
Richard  Shockey,Theology department,"Khandagiri, Bhubaneswar",4.8,19.2,NAY
Konrad  Sadkowski,Humanities department,"Saheed Nagar, Bhubaneswar",2.7,16.2,NAY
Scott  Peters,Political Science department,"Saheed Nagar, Bhubaneswar",3.8,41.8,NAY
David  Tindall,Physics department,"Sijua, Patrapada, Bhubaneswar",2.6,23.4,NAY
Dona  Fletcher,Sociology department,"Forest Park, Bhubaneswar",1.5,16.5,NAY
Don  Boggs,Communication department,"Khandagiri, Bhubaneswar",3.8,19,NAY
Peter  Bloom,Music department,"barapita,odisha",3.5,31.5,NAY
Maria Beth  Grabe,Journalism department,"Khandagiri, Bhubaneswar",3.2,38.4,NAY
Radhika  Parameswaran,Journalism department,"Khandagiri, Bhubaneswar",3.5,45.5,NAY
Deborah  Farrer,Elementary Education department,"Satya Nagar, Bhubaneswar",5,40,NAY
Aaron  Fogel,English department,"barapita,odisha",4,44,NAY
Lauren  Perdue,Psychology department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",2.9,20.3,NAY
Charles  Hadley,English department,"Lingaraj Nagar, Old Town, Bhubaneswar",2.3,4.6,NAY
Kevin  Kourey,Education department,"Satya Nagar, Bhubaneswar",3.3,16.5,NAY
James  Garner,Physics department,"Kharvela Nagar, Bhubaneswar",2.2,19.8,NAY
Jim  Baker,Aviation department,"Bidyut Marg, Nuasahi, Nayapalli, Bhubaneswar",4,8,NAY
Jane  Nodine,Fine Arts department,"plot no, barapita,odishaChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Sainik School Rd, Unit Lingaraj Nagar, Old Town, Bhubaneswar, Gajapati Nagar, Bhubaneswar,",3.4,17,NAY
Shounak  Das,Biology department,"Nandankanan Rd, Near Police Station, Barang, Bhubaneswar",5,15,NAY
Lisa  Robson,English department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",3.1,49.6,NAY
Frank  Foster,Business department,"Gandamunda, Pokhariput, Bhubaneswar",4.5,36,NAY
Kairul  Lukman,Social Science department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.5,18,NAY
Blake  Sorem,Economics department,"Prakriti Tower,Patia, Bhubaneswar, ",4,16,NAY
Jerry  Johnson,Mathematics department,"Prakriti Tower,Patia, Bhubaneswar, ",4.4,26.4,NAY
Gregory Neil  Kawchuk,Kinesiology department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",4.8,19.2,NAY
Arlan  Schultz,Music department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",4.5,58.5,NAY
Roseanne  Mirabella,Political Science department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",3.6,28.8,NAY
Kathy  Moore,Mathematics department,"Barang Station, Barang, Bhubaneswar",4.4,22,NAY
Marilyn  Knight,Fine Arts department,"plot no, barapita,odishaChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Sainik School Rd, Unit Lingaraj Nagar, Old Town, Bhubaneswar, Gajapati Nagar, Bhubaneswar,",4.5,58.5,NAY
Charisse  Willis,Education department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.1,24.6,NAY
Ronald  Martin,History department,"Barang Station, Barang, Bhubaneswar",2.7,10.8,NAY
Terri  Searfos,Science department,"Forest Park, Bhubaneswar",2.8,8.4,NAY
Lisa  Shearer,Nursing department,"Lingaraj Nagar, Old Town, Bhubaneswar",4.3,17.2,NAY
Jim  Walker,Economics department,"Khandagiri, Bhubaneswar",3.9,46.8,NAY
Martin  Frey,Law department,"Maitre Vihar Rd, Maitri Vihar, NALCO Nagar, Chandrasekharpur, Bhubaneswar",2.9,11.6,NAY
Deborah  Miller,English department,"Khandagiri, Bhubaneswar",2.9,26.1,NAY
Pat  Cyrgalis,Nursing department,"Forest Park, Bhubaneswar",1,11,NAY
Tyra  Seldon,English department,"Khandagiri, Bhubaneswar",2.4,12,NAY
Richard  Sambrook,Geography department,"VIP Road, next to Hotel Lee Garden, Puri",3.9,19.5,NAY
Sandra  Clark,English department,"Khandagiri, Bhubaneswar",1.9,9.5,NAY
Chris  Claflin,Graphic Arts department,"Barang Station, Barang, Bhubaneswar",4.7,28.2,NAY
Owen  Mertens,Mathematics department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.1,16.4,NAY
David  Lank,Management department,baramunda,3.6,10.8,NAY
Andrea  Woody,Philosophy department,"Prakriti Tower,Patia, Bhubaneswar, ",4.4,52.8,NAY
Ching-Tsuan  Pan,Mathematics department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",1.8,3.6,NAY
James  Worley,Theater department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.5,28,NAY
Amanda  Lotz,Women\'s Studies department,"Forest Park, Bhubaneswar",3.6,7.2,NAY
Fardad  Firooznia,Biology department,"Forest Park, Bhubaneswar",3.6,7.2,NAY
Leslie  Smith,Religious Studies department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.5,22.5,NAY
Xinda  Lian,Languages department,"Forest Park, Bhubaneswar",4.3,64.5,NAY
Marjory  Saunders,English department,"barapita,odisha",4.3,51.6,NAY
Diane  Himmelbaum,Fine Arts department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,8.6,NAY
Louvincy  Brown,Communication department,"Ashok Nagar, Bhubaneswar",3.8,26.6,NAY
Tiny  Niiro,Economics department,"Satya Nagar, Bhubaneswar",3,12,NAY
Fernando  Coronil,History department,"Bindu Sagar, Old Town, Bhubaneswar",2.9,11.6,NAY
Glenna  Vanderhoof,Computer Information Systems department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.8,28.8,NAY
Matthew  Reimer,Health Science department,"Lazystay Grand,Biggies Berger Building, KIIT Rd, near Axis Bank, Patia, Bhubaneswar",4.4,30.8,NAY
Tracy  Bryson,English department,"Khandagiri, Bhubaneswar",2.4,24,NAY
Valerie  Rohy,English department,"Plot No Gandamunda, Pokhariput, BhubaneswarKharvela Nagar, Bhubaneswar,Rudrapur, Bhubaneswar",3.9,46.8,NAY
David  Huddle,English department,"Plot No Gandamunda, Pokhariput, BhubaneswarKharvela Nagar, Bhubaneswar,Rudrapur, Bhubaneswar",4.3,17.2,NAY
Peter B.  Harris,English department,"Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",4.2,33.6,NAY
Wilma  Saffran,Chemistry department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.3,47.3,NAY
Christine  Jackson,English department,"Kharvela Nagar, Bhubaneswar",4.4,52.8,NAY
Skip  Pomeroy,Chemistry department,"Kharvela Nagar, Bhubaneswar",3.7,22.2,NAY
Sudeb  Mitra,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.8,11.2,NAY
Tracey  Johnston,Biology department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.3,8.6,NAY
Henry  Schreiber,Psychology department,"Airport Rd, Aerodrome Area, Bhubaneswar",2.7,18.9,NAY
Meijuan  Dong,Languages department,"Chandrasekharpur, P/O, Sailashree Vihar, Bhubaneswar",4.5,40.5,NAY
Brian  Storey,Physical Ed department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",3.7,11.1,NAY
Patricia  Wilkins-Vacca,Psychology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.8,9.6,NAY
Evalee  Lasater,Education department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",2.3,11.5,NAY
Susan  Cullen,Business department,"Gandamunda, Pokhariput, Bhubaneswar",4.3,8.6,NAY
Terry  Adams,Education department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.9,14.7,NAY
Jerry  Giger,Education department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",3.5,14,NAY
Tangan  Gao,Mathematics department,"Barang Station, Barang, Bhubaneswar",3.7,29.6,NAY
Tom  Streeter,Music department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",3.6,25.2,NAY
Sebastian  Bartos,History department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.1,4.1,NAY
Andrew  Glennon,Mathematics department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",2.2,17.6,NAY
Carole  Myscofski,Theology department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",4,52,NAY
Hammad  Siddiqi,Economics department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",4,4,NAY
Nancy  Carnal,Biology department,"Barang Station, Barang, Bhubaneswar",4.1,53.3,NAY
Brewster  Fitz,English department,"Maitre Vihar Rd, Maitri Vihar, NALCO Nagar, Chandrasekharpur, Bhubaneswar",3.5,17.5,NAY
Constanza  Morales-Mair,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3,6,NAY
Margie  Brown,Education department,"Sijua, Patrapada, Bhubaneswar",1.6,4.8,NAY
Qiang  Cui,Chemistry department,"Nalco Bhavan, P/Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Nayapalli, Bhubaneswar",2.7,16.2,NAY
Eugenia  Malitsky,Mathematics department,"Nalco Bhavan, P/Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Nayapalli, Bhubaneswar",3,15,NAY
Ricki  Heller,English department,"Gandamunda, Pokhariput, Bhubaneswar",2.8,33.6,NAY
Younghe  Kim Park,Mathematics department,"Barang Station, Barang, Bhubaneswar",4,12,NAY
Yen Lu  Wong,Art department,"Barang Station, Barang, Bhubaneswar",2.4,14.4,NAY
Joe  Murdico,Psychology department,"Barang Station, Barang, Bhubaneswar",4.8,19.2,NAY
Paul  Kjellberg,Philosophy department,"Barang Station, Barang, Bhubaneswar",4,32,NAY
Dilek  Sanver-Wang,Biology department,"Barang Station, Barang, Bhubaneswar",4.7,14.1,NAY
Cindy  Williams,Economics department,"Ashok Nagar, Bhubaneswar",1.2,2.4,NAY
Phyllis  Hirsch,Science department,"Barang Station, Barang, Bhubaneswar",2,8,NAY
James  Chambers,Biology department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.1,21.7,NAY
Yousif  Shamoo,Biology department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.9,50.7,NAY
Joan  McAfee,Theater department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",4.6,27.6,NAY
Radha  Narumanchi,Accounting department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",1.6,14.4,NAY
Raquel  Gaytan,Languages department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.6,13.8,NAY
Hilary  MacKie,Classics department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.8,19.2,NAY
Gerald  Ludwig,Business department,"Barang Station, Barang, Bhubaneswar",4.1,24.6,NAY
Mary Lou  Frank,Psychology department,"Ashok Nagar, Bhubaneswar",2.5,27.5,NAY
David  Ford,Chemistry department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",2.6,20.8,NAY
Margret  Eifler,Languages department,"Airport Rd, Aerodrome Area, Bhubaneswar",5,10,NAY
Mary  Galvin,History department,"Barang Station, Barang, Bhubaneswar",1.9,5.7,NAY
James  Hannon,Physics department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.1,20.5,NAY
John  Reed,History department,"Chandrasekharpur, Bhubaneswar",3.3,9.9,NAY
Elizabeth  Borgwardt,History department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.8,62.4,NAY
Robert  Vandergrift,Biology department,"Barang Station, Barang, Bhubaneswar",2.8,5.6,NAY
Matthew  Burbank,Political Science department,"Chandrasekharpur, Bhubaneswar",3.6,54,NAY
Ewa  Wasilewska,Anthropology department,"Chandrasekharpur, Bhubaneswar",2.9,17.4,NAY
Michael  Pratt,Law department,"Gandamunda, Pokhariput, Bhubaneswar",4,60,NAY
Michael  Critelli,Philosophy department,"Barang Station, Barang, Bhubaneswar",4.6,64.4,NAY
Mike  Splane,Business department,"Barang Station, Barang, Bhubaneswar",4.8,14.4,NAY
Kim  Fuji,Physical Ed department,"Barang Station, Barang, Bhubaneswar",4.5,54,NAY
Tim  Hill,Business department,"Barang Station, Barang, Bhubaneswar",3.3,9.9,NAY
Jones,Mathematics department,"Satya Nagar, Bhubaneswar",1.5,3,NAY
John  Greenland,Music department,"Satya Nagar, Bhubaneswar",4.1,36.9,NAY
Allen  Aldridge,Mathematics department,"Lingaraj Nagar, Old Town, Bhubaneswar",4.9,29.4,NAY
Akif  Uzman,Chemistry department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.3,16.5,NAY
Karen  Douglas,Psychology department,"Airport Rd, Aerodrome Area, Bhubaneswar",3,9,NAY
Karen  Ball,Science department,"Bindu Sagar, Old Town, Bhubaneswar",4.8,24,NAY
Ron  Wernli,Biology department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.3,21.5,NAY
Glenn  Carter,Computer Science department,"Barang Station, Barang, Bhubaneswar",4.4,8.8,NAY
Nancy  Eng,Communication department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.7,24.3,NAY
Raisul  Mahmood,Economics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.4,30.6,NAY
Jonathan  Caspi,Family & Child Studies department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",4,40,NAY
Richard  Davis,Communication department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.9,7.8,NAY
Reg  Lilly,Philosophy department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3,42,NAY
Michael  Kumpf,Classics department,"Khandagiri, Bhubaneswar",3.9,27.3,NAY
David  Bowman,Physics department,"VIP Road, next to Hotel Lee Garden, Puri",3,36,NAY
Jim  Burns,Business department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.6,50.4,NAY
Frederick  Amrine,German department,"Bindu Sagar, Old Town, Bhubaneswar",3.8,22.8,NAY
Steve  Wilson,Mathematics department,"Barang Station, Barang, Bhubaneswar",3.7,29.6,NAY
Rosanne  Lorden,Psychology department,"VIP Road, next to Hotel Lee Garden, Puri",3.8,38,NAY
Eric  Ruckh,History department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",3.6,21.6,NAY
Stephen  Brown,Music department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",4.1,20.5,NAY
John  Verdi,Philosophy department,"Acharya Vihar, Doordarshan Colony, Gajapati Nagar, Bhubaneswar",4.9,29.4,NAY
John  Bryden,Mathematics department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",4.4,8.8,NAY
Levario,History department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.9,11.7,NAY
Stephen  Hupp,Psychology department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",4.7,42.3,NAY
Tabitha  Sparks,English department,baramunda,3.8,41.8,NAY
Jennifer  Shaw,Art History department,"Barang Station, Barang, Bhubaneswar",4,44,NAY
Alan  Kaminsky,Computer Science department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.9,11.6,NAY
Rajendra  Raj,Computer Science department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.4,36,NAY
Axel-Tobias  Shreiner,Computer Science department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.7,28.2,NAY
Karen  Stanish,Mathematics department,"Barang Station, Barang, BhubaneswarSaheed Nagar, Bhubaneswar, Nandankanan Rd, Harappa Block, Raghunathpur, Bhubaneswar",4.5,36,NAY
Emily  Johnson-Boyd,Fine Arts department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.8,19.2,NAY
Zeno  Swijtink,Philosophy department,"Barang Station, Barang, Bhubaneswar",1.6,4.8,NAY
Phil  White,Computer Science department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.8,15.2,NAY
Joy  Allameh,English department,"VIP Road, next to Hotel Lee Garden, Puri",2.1,12.6,NAY
Elinor  Brown,Education department,"VIP Road, next to Hotel Lee Garden, Puri",2.7,24.3,NAY
Jeffery  Bieber,Education department,"VIP Road, next to Hotel Lee Garden, Puri",4.2,25.2,NAY
Eckhardt,Psychology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.4,9.6,NAY
Shel  Schwartz,Psychology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.2,33.6,NAY
William  Farmen,Psychology department,"Khandagiri, Bhubaneswar",4.1,24.6,NAY
Mary  Anderson,English department,"Prakriti Tower,Patia, Bhubaneswar, ",2.6,10.4,NAY
Thomas  Tiefenwerth,Sociology department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.6,9.2,NAY
Marion  Goldman,Sociology department,"Chandrasekharpur, Bhubaneswar",3.2,19.2,NAY
Mark  Unno,Theology department,"Chandrasekharpur, Bhubaneswar",4.3,38.7,NAY
Robert  Werner,Accounting department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",5,20,NAY
William  Widen,Law department,"Kharvela Nagar, Bhubaneswar",3,39,NAY
Norma  Chase,Physics department,"barapita,odisha",2.6,33.8,NAY
Ned  Barden,Biology department,"barapita,odisha",4.5,31.5,NAY
Charles  Kelley,Chemistry department,"barapita,odisha",3.3,19.8,NAY
Michael  Montagne,Pharmacy department,"barapita,odisha",4.3,12.9,NAY
Yasger,English department,"Barang Station, Barang, Bhubaneswar",4.2,25.2,NAY
Markus  Schneider,Computer Science department,"Kharvela Nagar, Bhubaneswar",3.1,43.4,NAY
Susan  Young,Education department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",2.3,23,NAY
Valerie  Simmons,Education department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",4.4,30.8,NAY
Sarah  Michaels,Education department,"barapita,odisha",3.2,35.2,NAY
Carol  Turner,Education department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",3.1,24.8,NAY
Celia  Sgroi,Criminal Justice department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,28,NAY
Bruce  Sun,Business department,"Barang Station, Barang, Bhubaneswar",1.4,11.2,NAY
Arnold  Kaminsky,Ethnic Studies department,"Barang Station, Barang, Bhubaneswar",3.1,15.5,NAY
Joan  Sallenger,Mathematics department,"plot no, barapita,odishaChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Sainik School Rd, Unit Lingaraj Nagar, Old Town, Bhubaneswar, Gajapati Nagar, Bhubaneswar,",2.9,14.5,NAY
Morris  Longstreth,English department,"Satya Nagar, Bhubaneswar",5,10,NAY
Anne-Marie  Arseneault,Nursing department,"Khata No Plot No Gandamunda, Pokhariput, BhubaneswarKharvela Nagar, Bhubaneswar,Rudrapur, BhubaneswarSaheed Nagar, Bhubaneswar, Unit Jaydev Vihar, Nandankanan Rd, BhubaneswarChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Master Canteen Area, Kharvela Nagar",1.9,3.8,NAY
Everett  Fox,History department,"barapita,odisha",4.2,50.4,NAY
Stephanie  Cawthorne,Mathematics department,"Infocity Ave, P.S.- New Capital, Patia, Bhubaneswar",4.7,14.1,NAY
Benny  Lo,Computer Science department,"Barang Station, Barang, Bhubaneswar",1.7,8.5,NAY
Azzam  El-Shihabi,Engineering department,"Barang Station, Barang, Bhubaneswar",3.6,7.2,NAY
